#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.			/#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.__cds_from_genomic.fna.gz
# assembly_accession	organism_name	species_taxid	ftp_path/# assembly_accession_asm_name_cds_from_genomic.fna.gz
GCF_901001165.1	Salmo trutta	8032	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/001/165/GCF_901001165.1_fSalTru1.1/GCF_901001165.1_fSalTru1.1_cds_from_genomic.fna.gz
GCF_016432855.1	Salvelinus namaycush	8040	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/432/855/GCF_016432855.1_SaNama_1.0/GCF_016432855.1_SaNama_1.0_cds_from_genomic.fna.gz
GCF_902167405.1	Gadus morhua	8049	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/405/GCF_902167405.1_gadMor3.0/GCF_902167405.1_gadMor3.0_cds_from_genomic.fna.gz
GCF_011125445.2	Fundulus heteroclitus	8078	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/125/445/GCF_011125445.2_MU-UCD_Fhet_4.1/GCF_011125445.2_MU-UCD_Fhet_4.1_cds_from_genomic.fna.gz
GCF_000633615.1	Poecilia reticulata	8081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/633/615/GCF_000633615.1_Guppy_female_1.0_MT/GCF_000633615.1_Guppy_female_1.0+MT_cds_from_genomic.fna.gz
GCF_002775205.1	Xiphophorus maculatus	8083	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/205/GCF_002775205.1_X_maculatus-5.0-male/GCF_002775205.1_X_maculatus-5.0-male_cds_from_genomic.fna.gz
GCF_003331165.1	Xiphophorus hellerii	8084	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/331/165/GCF_003331165.1_Xiphophorus_hellerii-4.1/GCF_003331165.1_Xiphophorus_hellerii-4.1_cds_from_genomic.fna.gz
GCF_002234675.1	Oryzias latipes	8090	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/675/GCF_002234675.1_ASM223467v1/GCF_002234675.1_ASM223467v1_cds_from_genomic.fna.gz
GCF_009769545.1	Cyclopterus lumpus	8103	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/545/GCF_009769545.1_fCycLum1.pri/GCF_009769545.1_fCycLum1.pri_cds_from_genomic.fna.gz
GCF_001858045.2	Oreochromis niloticus	8128	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/858/045/GCF_001858045.2_O_niloticus_UMD_NMBU/GCF_001858045.2_O_niloticus_UMD_NMBU_cds_from_genomic.fna.gz
GCF_018398535.1	Haplochromis burtoni	8153	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/398/535/GCF_018398535.1_NCSU_Asbu1/GCF_018398535.1_NCSU_Asbu1_cds_from_genomic.fna.gz
GCF_900246225.1	Astatotilapia calliptera	8154	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/246/225/GCF_900246225.1_fAstCal1.2/GCF_900246225.1_fAstCal1.2_cds_from_genomic.fna.gz
GCF_004354835.1	Perca flavescens	8167	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/835/GCF_004354835.1_PFLA_1.0/GCF_004354835.1_PFLA_1.0_cds_from_genomic.fna.gz
GCF_010015445.1	Perca fluviatilis	8168	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/445/GCF_010015445.1_GENO_Pfluv_1.0/GCF_010015445.1_GENO_Pfluv_1.0_cds_from_genomic.fna.gz
GCF_900880675.1	Sparus aurata	8175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/880/675/GCF_900880675.1_fSpaAur1.1/GCF_900880675.1_fSpaAur1.1_cds_from_genomic.fna.gz
GCF_904848185.1	Acanthopagrus latus	8177	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/848/185/GCF_904848185.1_fAcaLat1.1/GCF_904848185.1_fAcaLat1.1_cds_from_genomic.fna.gz
GCF_001640805.1	Lates calcarifer	8187	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/805/GCF_001640805.1_ASM164080v1/GCF_001640805.1_ASM164080v1_cds_from_genomic.fna.gz
GCF_000735185.1	Notothenia coriiceps	8208	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/185/GCF_000735185.1_NC01/GCF_000735185.1_NC01_cds_from_genomic.fna.gz
GCF_902827175.1	Gymnodraco acuticeps	8218	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/827/175/GCF_902827175.1_fGymAcu1.1/GCF_902827175.1_fGymAcu1.1_cds_from_genomic.fna.gz
GCF_914725855.1	Thunnus albacares	8236	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/914/725/855/GCF_914725855.1_fThuAlb1.1/GCF_914725855.1_fThuAlb1.1_cds_from_genomic.fna.gz
GCF_910596095.1	Thunnus maccoyii	8240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/596/095/GCF_910596095.1_fThuMac1.1/GCF_910596095.1_fThuMac1.1_cds_from_genomic.fna.gz
GCF_016859285.1	Xiphias gladius	8245	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/859/285/GCF_016859285.1_ASM1685928v1/GCF_016859285.1_ASM1685928v1_cds_from_genomic.fna.gz
GCF_001970005.1	Paralichthys olivaceus	8255	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/970/005/GCF_001970005.1_Flounder_ref_guided_V1.0/GCF_001970005.1_Flounder_ref_guided_V1.0_cds_from_genomic.fna.gz
GCF_009819705.1	Hippoglossus hippoglossus	8267	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/705/GCF_009819705.1_fHipHip1.pri/GCF_009819705.1_fHipHip1.pri_cds_from_genomic.fna.gz
GCF_017654675.1	Xenopus laevis	8355	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/654/675/GCF_017654675.1_Xenopus_laevis_v10.1/GCF_017654675.1_Xenopus_laevis_v10.1_cds_from_genomic.fna.gz
GCF_000004195.4	Xenopus tropicalis	8364	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/195/GCF_000004195.4_UCB_Xtro_10.0/GCF_000004195.4_UCB_Xtro_10.0_cds_from_genomic.fna.gz
GCF_905171765.1	Bufo bufo	8384	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/171/765/GCF_905171765.1_aBufBuf1.1/GCF_905171765.1_aBufBuf1.1_cds_from_genomic.fna.gz
GCF_905171775.1	Rana temporaria	8407	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/171/775/GCF_905171775.1_aRanTem1.1/GCF_905171775.1_aRanTem1.1_cds_from_genomic.fna.gz
GCF_015237465.2	Chelonia mydas	8469	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/237/465/GCF_015237465.2_rCheMyd1.pri.v2/GCF_015237465.2_rCheMyd1.pri.v2_cds_from_genomic.fna.gz
GCF_000241765.4	Chrysemys picta bellii	8479	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/765/GCF_000241765.4_Chrysemys_picta_BioNano-3.0.4/GCF_000241765.4_Chrysemys_picta_BioNano-3.0.4_cds_from_genomic.fna.gz
GCF_000281125.3	Alligator mississippiensis	8496	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/125/GCF_000281125.3_ASM28112v4/GCF_000281125.3_ASM28112v4_cds_from_genomic.fna.gz
GCF_001723895.1	Crocodylus porosus	8502	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/895/GCF_001723895.1_CroPor_comp1/GCF_001723895.1_CroPor_comp1_cds_from_genomic.fna.gz
GCF_019175285.1	Sceloporus undulatus	8520	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/175/285/GCF_019175285.1_SceUnd_v1.1/GCF_019175285.1_SceUnd_v1.1_cds_from_genomic.fna.gz
GCF_011800845.1	Zootoca vivipara	8524	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/845/GCF_011800845.1_UG_Zviv_1/GCF_011800845.1_UG_Zviv_1_cds_from_genomic.fna.gz
GCF_900518725.1	Notechis scutatus	8663	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/518/725/GCF_900518725.1_TS10Xv2-PRI/GCF_900518725.1_TS10Xv2-PRI_cds_from_genomic.fna.gz
GCF_900518735.1	Pseudonaja textilis	8673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/518/735/GCF_900518735.1_EBS10Xv2-PRI/GCF_900518735.1_EBS10Xv2-PRI_cds_from_genomic.fna.gz
GCF_003342905.1	Dromaius novaehollandiae	8790	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/905/GCF_003342905.1_droNov1/GCF_003342905.1_droNov1_cds_from_genomic.fna.gz
GCF_015476345.1	Anas platyrhynchos	8839	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/476/345/GCF_015476345.1_ZJU1.0/GCF_015476345.1_ZJU1.0_cds_from_genomic.fna.gz
GCF_013377495.1	Cygnus atratus	8868	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/377/495/GCF_013377495.1_Cygnus_atratus_primary_v1.0/GCF_013377495.1_Cygnus_atratus_primary_v1.0_cds_from_genomic.fna.gz
GCF_009769625.2	Cygnus olor	8869	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/625/GCF_009769625.2_bCygOlo1.pri.v2/GCF_009769625.2_bCygOlo1.pri.v2_cds_from_genomic.fna.gz
GCF_011077185.1	Oxyura jamaicensis	8884	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/077/185/GCF_011077185.1_BPBGC_Ojam_1.0/GCF_011077185.1_BPBGC_Ojam_1.0_cds_from_genomic.fna.gz
GCF_000747805.1	Chaetura pelagica	8897	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/805/GCF_000747805.1_ChaPel_1.0/GCF_000747805.1_ChaPel_1.0_cds_from_genomic.fna.gz
GCF_000337935.1	Columba livia	8932	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/935/GCF_000337935.1_Cliv_1.0/GCF_000337935.1_Cliv_1.0_cds_from_genomic.fna.gz
GCF_000337955.1	Falco peregrinus	8954	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/955/GCF_000337955.1_F_peregrinus_v1.0/GCF_000337955.1_F_peregrinus_v1.0_cds_from_genomic.fna.gz
GCF_000691405.1	Haliaeetus albicilla	8969	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/405/GCF_000691405.1_ASM69140v1/GCF_000691405.1_ASM69140v1_cds_from_genomic.fna.gz
GCF_002078875.1	Numida meleagris	8996	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/875/GCF_002078875.1_NumMel1.0/GCF_002078875.1_NumMel1.0_cds_from_genomic.fna.gz
GCF_019232065.1	Centrocercus urophasianus	9002	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/232/065/GCF_019232065.1_USGS_Curo_1.0/GCF_019232065.1_USGS_Curo_1.0_cds_from_genomic.fna.gz
GCF_016699485.2	Gallus gallus	9031	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/699/485/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b_cds_from_genomic.fna.gz
GCF_016700215.1	Gallus gallus	9031	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/700/215/GCF_016700215.1_bGalGal1.pat.whiteleghornlayer.GRCg7w/GCF_016700215.1_bGalGal1.pat.whiteleghornlayer.GRCg7w_cds_from_genomic.fna.gz
GCF_004143745.1	Phasianus colchicus	9054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/143/745/GCF_004143745.1_ASM414374v1/GCF_004143745.1_ASM414374v1_cds_from_genomic.fna.gz
GCF_000146605.3	Meleagris gallopavo	9103	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/605/GCF_000146605.3_Turkey_5.1/GCF_000146605.3_Turkey_5.1_cds_from_genomic.fna.gz
GCF_007115625.1	Serinus canaria	9135	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/115/625/GCF_007115625.1_cibio_Scana_2019/GCF_007115625.1_cibio_Scana_2019_cds_from_genomic.fna.gz
GCF_001522545.3	Parus major	9157	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/522/545/GCF_001522545.3_Parus_major1.1/GCF_001522545.3_Parus_major1.1_cds_from_genomic.fna.gz
GCF_014805655.1	Passer montanus	9160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/655/GCF_014805655.1_ASM1480565v1/GCF_014805655.1_ASM1480565v1_cds_from_genomic.fna.gz
GCF_001447265.1	Sturnus vulgaris	9172	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/265/GCF_001447265.1_Sturnus_vulgaris-1.0/GCF_001447265.1_Sturnus_vulgaris-1.0_cds_from_genomic.fna.gz
GCF_000708925.1	Phalacrocorax carbo	9209	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/925/GCF_000708925.1_ASM70892v1/GCF_000708925.1_ASM70892v1_cds_from_genomic.fna.gz
GCF_000699145.1	Aptenodytes forsteri	9233	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/145/GCF_000699145.1_ASM69914v1/GCF_000699145.1_ASM69914v1_cds_from_genomic.fna.gz
GCF_000699105.1	Pygoscelis adeliae	9238	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/105/GCF_000699105.1_ASM69910v1/GCF_000699105.1_ASM69910v1_cds_from_genomic.fna.gz
GCF_003957555.1	Calypte anna	9244	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/555/GCF_003957555.1_bCalAnn1_v1.p/GCF_003957555.1_bCalAnn1_v1.p_cds_from_genomic.fna.gz
GCF_012275295.1	Melopsittacus undulatus	13146	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/295/GCF_012275295.1_bMelUnd1.mat.Z/GCF_012275295.1_bMelUnd1.mat.Z_cds_from_genomic.fna.gz
GCF_017639515.1	Carcharodon carcharias	13397	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/515/GCF_017639515.1_sCarCar2.pri/GCF_017639515.1_sCarCar2.pri_cds_from_genomic.fna.gz
GCF_000230535.1	Pelodiscus sinensis	13735	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/535/GCF_000230535.1_PelSin_1.0/GCF_000230535.1_PelSin_1.0_cds_from_genomic.fna.gz
GCF_900747795.1	Erpetoichthys calabaricus	27687	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/747/795/GCF_900747795.1_fErpCal1.1/GCF_900747795.1_fErpCal1.1_cds_from_genomic.fna.gz
GCF_014851395.1	Micropterus salmoides	27706	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/851/395/GCF_014851395.1_ASM1485139v1/GCF_014851395.1_ASM1485139v1_cds_from_genomic.fna.gz
GCF_009764565.3	Dermochelys coriacea	27794	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/764/565/GCF_009764565.3_rDerCor1.pri.v4/GCF_009764565.3_rDerCor1.pri.v4_cds_from_genomic.fna.gz
GCF_000090745.1	Anolis carolinensis	28377	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/745/GCF_000090745.1_AnoCar2.0/GCF_000090745.1_AnoCar2.0_cds_from_genomic.fna.gz
GCF_000732505.1	Cyprinodon variegatus	28743	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/505/GCF_000732505.1_C_variegatus-1.0/GCF_000732505.1_C_variegatus-1.0_cds_from_genomic.fna.gz
GCF_019176455.1	Solea senegalensis	28829	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/176/455/GCF_019176455.1_IFAPA_SoseM_1/GCF_019176455.1_IFAPA_SoseM_1_cds_from_genomic.fna.gz
GCF_902362185.1	Chanos chanos	29144	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/362/185/GCF_902362185.1_fChaCha1.1/GCF_902362185.1_fChaCha1.1_cds_from_genomic.fna.gz
GCF_014858855.1	Bufo gargarizans	30331	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/855/GCF_014858855.1_ASM1485885v1/GCF_014858855.1_ASM1485885v1_cds_from_genomic.fna.gz
GCF_019238085.1	Lagopus leucura	30410	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/238/085/GCF_019238085.1_USGS_WTPT01/GCF_019238085.1_USGS_WTPT01_cds_from_genomic.fna.gz
GCF_000692075.1	Opisthocomus hoazin	30419	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/075/GCF_000692075.1_ASM69207v1/GCF_000692075.1_ASM69207v1_cds_from_genomic.fna.gz
GCF_000690835.1	Fulmarus glacialis	30455	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/835/GCF_000690835.1_ASM69083v1/GCF_000690835.1_ASM69083v1_cds_from_genomic.fna.gz
GCF_003342845.1	Nothoprocta perdicaria	30464	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/845/GCF_003342845.1_notPer1/GCF_003342845.1_notPer1_cds_from_genomic.fna.gz
GCF_002922805.2	Oryzias melastigma	30732	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/922/805/GCF_002922805.2_ASM292280v2/GCF_002922805.2_ASM292280v2_cds_from_genomic.fna.gz
GCF_901000725.2	Takifugu rubripes	31033	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/000/725/GCF_901000725.2_fTakRub1.2/GCF_901000725.2_fTakRub1.2_cds_from_genomic.fna.gz
GCF_013100865.1	Trachemys scripta elegans	34903	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/100/865/GCF_013100865.1_CAS_Tse_1.0/GCF_013100865.1_CAS_Tse_1.0_cds_from_genomic.fna.gz
GCF_001444195.1	Xiphophorus couchianus	32473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/195/GCF_001444195.1_X_couchianus-1.0/GCF_001444195.1_X_couchianus-1.0_cds_from_genomic.fna.gz
GCF_000239395.1	Neolamprologus brichardi	32507	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/395/GCF_000239395.1_NeoBri1.0/GCF_000239395.1_NeoBri1.0_cds_from_genomic.fna.gz
GCF_019740435.1	Gambusia affinis	33528	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/740/435/GCF_019740435.1_SWU_Gaff_1.0/GCF_019740435.1_SWU_Gaff_1.0_cds_from_genomic.fna.gz
GCF_018492685.1	Alosa sapidissima	34773	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/492/685/GCF_018492685.1_fAloSap1.pri/GCF_018492685.1_fAloSap1.pri_cds_from_genomic.fna.gz
GCF_004916995.1	Morone saxatilis	34816	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/916/995/GCF_004916995.1_NCSU_SB_2.0/GCF_004916995.1_NCSU_SB_2.0_cds_from_genomic.fna.gz
GCF_009769535.1	Thamnophis elegans	35005	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/535/GCF_009769535.1_rThaEle1.pri/GCF_009769535.1_rThaEle1.pri_cds_from_genomic.fna.gz
GCF_001077635.1	Thamnophis sirtalis	35019	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/635/GCF_001077635.1_Thamnophis_sirtalis-6.0/GCF_001077635.1_Thamnophis_sirtalis-6.0_cds_from_genomic.fna.gz
GCF_004010195.1	Chiloscyllium plagiosum	36176	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/195/GCF_004010195.1_ASM401019v2/GCF_004010195.1_ASM401019v2_cds_from_genomic.fna.gz
GCF_000687375.1	Pelecanus crispus	36300	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/375/GCF_000687375.1_ASM68737v1/GCF_000687375.1_ASM68737v1_cds_from_genomic.fna.gz
GCF_001649575.2	Kryptolebias marmoratus	37003	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/575/GCF_001649575.2_ASM164957v2/GCF_001649575.2_ASM164957v2_cds_from_genomic.fna.gz
GCF_000690875.1	Gavia stellata	37040	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/875/GCF_000690875.1_ASM69087v1/GCF_000690875.1_ASM69087v1_cds_from_genomic.fna.gz
GCF_000455745.1	Alligator sinensis	38654	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/745/GCF_000455745.1_ASM45574v1/GCF_000455745.1_ASM45574v1_cds_from_genomic.fna.gz
GCF_902827165.1	Trematomus bernacchii	40690	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/827/165/GCF_902827165.1_fTreBer1.1/GCF_902827165.1_fTreBer1.1_cds_from_genomic.fna.gz
GCF_002260705.1	Seriola dumerili	41447	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/705/GCF_002260705.1_Sdu_1.0/GCF_002260705.1_Sdu_1.0_cds_from_genomic.fna.gz
GCF_015220715.1	Pygocentrus nattereri	42514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/715/GCF_015220715.1_fPygNat1.pri/GCF_015220715.1_fPygNat1.pri_cds_from_genomic.fna.gz
GCF_904425465.1	Colossoma macropomum	42526	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/425/465/GCF_904425465.1_Colossoma_macropomum/GCF_904425465.1_Colossoma_macropomum_cds_from_genomic.fna.gz
GCF_015227805.1	Hirundo rustica	43150	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/227/805/GCF_015227805.1_bHirRus1.pri.v2/GCF_015227805.1_bHirRus1.pri.v2_cds_from_genomic.fna.gz
