#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.			/#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.__cds_from_genomic.fna.gz
# assembly_accession	organism_name	species_taxid	ftp_path/# assembly_accession_asm_name_cds_from_genomic.fna.gz
GCF_003343065.1	Haliotis rufescens	6454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/343/065/GCF_003343065.1_H.ruf_v1.0/GCF_003343065.1_H.ruf_v1.0_cds_from_genomic.fna.gz
GCF_000002075.1	Aplysia californica	6500	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/075/GCF_000002075.1_AplCal3.0/GCF_000002075.1_AplCal3.0_cds_from_genomic.fna.gz
GCF_000457365.1	Biomphalaria glabrata	6526	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/457/365/GCF_000457365.1_ASM45736v1/GCF_000457365.1_ASM45736v1_cds_from_genomic.fna.gz
GCF_002022765.2	Crassostrea virginica	6565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/765/GCF_002022765.2_C_virginica-3.0/GCF_002022765.2_C_virginica-3.0_cds_from_genomic.fna.gz
GCF_002113885.1	Mizuhopecten yessoensis	6573	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/113/885/GCF_002113885.1_ASM211388v2/GCF_002113885.1_ASM211388v2_cds_from_genomic.fna.gz
GCF_902652985.1	Pecten maximus	6579	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/652/985/GCF_902652985.1_xPecMax1.1/GCF_902652985.1_xPecMax1.1_cds_from_genomic.fna.gz
GCF_014805675.1	Mercenaria mercenaria	6596	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/675/GCF_014805675.1_ASM1480567v1.1/GCF_014805675.1_ASM1480567v1.1_cds_from_genomic.fna.gz
GCF_021134715.1	Daphnia pulex	6669	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/134/715/GCF_021134715.1_ASM2113471v1/GCF_021134715.1_ASM2113471v1_cds_from_genomic.fna.gz
GCF_015228065.1	Penaeus monodon	6687	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/228/065/GCF_015228065.1_NSTDA_Pmon_1/GCF_015228065.1_NSTDA_Pmon_1_cds_from_genomic.fna.gz
GCF_003789085.1	Penaeus vannamei	6689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/789/085/GCF_003789085.1_ASM378908v1/GCF_003789085.1_ASM378908v1_cds_from_genomic.fna.gz
GCF_018991925.1	Homarus americanus	6706	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/991/925/GCF_018991925.1_GMGI_Hamer_2.0/GCF_018991925.1_GMGI_Hamer_2.0_cds_from_genomic.fna.gz
GCF_020424385.1	Procambarus clarkii	6728	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/424/385/GCF_020424385.1_ASM2042438v2/GCF_020424385.1_ASM2042438v2_cds_from_genomic.fna.gz
GCF_000517525.1	Limulus polyphemus	6850	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/525/GCF_000517525.1_Limulus_polyphemus-2.1.2/GCF_000517525.1_Limulus_polyphemus-2.1.2_cds_from_genomic.fna.gz
GCF_013339725.1	Rhipicephalus microplus	6941	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/339/725/GCF_013339725.1_ASM1333972v1/GCF_013339725.1_ASM1333972v1_cds_from_genomic.fna.gz
GCF_016920785.2	Ixodes scapularis	6945	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/920/785/GCF_016920785.2_ASM1692078v2/GCF_016920785.2_ASM1692078v2_cds_from_genomic.fna.gz
GCF_001901225.1	Dermatophagoides pteronyssinus	6956	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/225/GCF_001901225.1_ASM190122v2/GCF_001901225.1_ASM190122v2_cds_from_genomic.fna.gz
GCF_005508785.1	Acyrthosiphon pisum	7029	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/508/785/GCF_005508785.1_pea_aphid_22Mar2018_4r6ur/GCF_005508785.1_pea_aphid_22Mar2018_4r6ur_cds_from_genomic.fna.gz
GCF_001854935.1	Bemisia tabaci	7038	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/935/GCF_001854935.1_ASM185493v1/GCF_001854935.1_ASM185493v1_cds_from_genomic.fna.gz
GCF_002938485.1	Sitophilus oryzae	7048	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/938/485/GCF_002938485.1_Soryzae_2.0/GCF_002938485.1_Soryzae_2.0_cds_from_genomic.fna.gz
GCF_008802855.1	Photinus pyralis	7054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/802/855/GCF_008802855.1_Ppyr1.3/GCF_008802855.1_Ppyr1.3_cds_from_genomic.fna.gz
GCF_000002335.3	Tribolium castaneum	7070	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/335/GCF_000002335.3_Tcas5.2/GCF_000002335.3_Tcas5.2_cds_from_genomic.fna.gz
GCF_014905235.1	Bombyx mori	7091	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/235/GCF_014905235.1_Bmori_2016v1.0/GCF_014905235.1_Bmori_2016v1.0_cds_from_genomic.fna.gz
GCF_003987935.1	Bombyx mandarina	7092	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/987/935/GCF_003987935.1_ASM398793v1/GCF_003987935.1_ASM398793v1_cds_from_genomic.fna.gz
GCF_011064685.1	Spodoptera frugiperda	7108	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/685/GCF_011064685.1_ZJU_Sfru_1.0/GCF_011064685.1_ZJU_Sfru_1.0_cds_from_genomic.fna.gz
GCF_003590095.1	Trichoplusia ni	7111	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/590/095/GCF_003590095.1_tn1/GCF_003590095.1_tn1_cds_from_genomic.fna.gz
GCF_905147105.1	Pieris brassicae	7116	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/105/GCF_905147105.1_ilPieBrab1.1/GCF_905147105.1_ilPieBrab1.1_cds_from_genomic.fna.gz
GCF_014839805.1	Manduca sexta	7130	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/839/805/GCF_014839805.1_JHU_Msex_v1.0/GCF_014839805.1_JHU_Msex_v1.0_cds_from_genomic.fna.gz
GCF_003640425.2	Galleria mellonella	7137	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/425/GCF_003640425.2_ASM364042v2/GCF_003640425.2_ASM364042v2_cds_from_genomic.fna.gz
GCF_002204515.2	Aedes aegypti	7159	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/204/515/GCF_002204515.2_AaegL5.0/GCF_002204515.2_AaegL5.0_cds_from_genomic.fna.gz
GCF_006496715.1	Aedes albopictus	7160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/496/715/GCF_006496715.1_Aalbo_primary.1/GCF_006496715.1_Aalbo_primary.1_cds_from_genomic.fna.gz
GCF_013758885.1	Anopheles albimanus	7167	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/758/885/GCF_013758885.1_VT_AalbS3_pri_1.0/GCF_013758885.1_VT_AalbS3_pri_1.0_cds_from_genomic.fna.gz
GCF_016920715.1	Anopheles arabiensis	7173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/920/715/GCF_016920715.1_AaraD3/GCF_016920715.1_AaraD3_cds_from_genomic.fna.gz
GCF_015732765.1	Culex quinquefasciatus	7176	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/732/765/GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal/GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal_cds_from_genomic.fna.gz
GCF_000183805.2	Loa loa	7209	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/805/GCF_000183805.2_Loa_loa_V3.1/GCF_000183805.2_Loa_loa_V3.1_cds_from_genomic.fna.gz
GCF_000347755.3	Ceratitis capitata	7213	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/755/GCF_000347755.3_Ccap_2.1/GCF_000347755.3_Ccap_2.1_cds_from_genomic.fna.gz
GCF_017639315.1	Drosophila ananassae	7217	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/315/GCF_017639315.1_ASM1763931v2/GCF_017639315.1_ASM1763931v2_cds_from_genomic.fna.gz
GCF_003286155.1	Drosophila erecta	7220	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/286/155/GCF_003286155.1_DereRS2/GCF_003286155.1_DereRS2_cds_from_genomic.fna.gz
GCF_018153295.1	Drosophila grimshawi	7222	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/153/295/GCF_018153295.1_ASM1815329v1/GCF_018153295.1_ASM1815329v1_cds_from_genomic.fna.gz
GCF_003285905.1	Drosophila hydei	7224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/905/GCF_003285905.1_DhydRS2/GCF_003285905.1_DhydRS2_cds_from_genomic.fna.gz
GCF_003285725.1	Scaptodrosophila lebanonensis	7225	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/725/GCF_003285725.1_SlebRS2/GCF_003285725.1_SlebRS2_cds_from_genomic.fna.gz
GCF_004382145.1	Drosophila mauritiana	7226	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/382/145/GCF_004382145.1_ASM438214v1/GCF_004382145.1_ASM438214v1_cds_from_genomic.fna.gz
GCF_000001215.4	Drosophila melanogaster	7227	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release 6 plus ISO1 MT_cds_from_genomic.fna.gz
GCF_003369915.1	Drosophila miranda	7229	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/915/GCF_003369915.1_D.miranda_PacBio2.1/GCF_003369915.1_D.miranda_PacBio2.1_cds_from_genomic.fna.gz
GCF_018153725.1	Drosophila mojavensis	7230	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/153/725/GCF_018153725.1_ASM1815372v1/GCF_018153725.1_ASM1815372v1_cds_from_genomic.fna.gz
GCF_001654015.2	Drosophila navojoa	7232	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/015/GCF_001654015.2_UFRJ_Dnav_4.2/GCF_001654015.2_UFRJ_Dnav_4.2_cds_from_genomic.fna.gz
GCF_003286085.1	Drosophila persimilis	7234	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/286/085/GCF_003286085.1_DperRS2/GCF_003286085.1_DperRS2_cds_from_genomic.fna.gz
GCF_009870125.1	Drosophila pseudoobscura	7237	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/870/125/GCF_009870125.1_UCI_Dpse_MV25/GCF_009870125.1_UCI_Dpse_MV25_cds_from_genomic.fna.gz
GCF_004382195.1	Drosophila sechellia	7238	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/382/195/GCF_004382195.1_ASM438219v1/GCF_004382195.1_ASM438219v1_cds_from_genomic.fna.gz
GCF_016746395.2	Drosophila simulans	7240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz
GCF_008121235.1	Drosophila subobscura	7241	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/121/235/GCF_008121235.1_UCBerk_Dsub_1.0/GCF_008121235.1_UCBerk_Dsub_1.0_cds_from_genomic.fna.gz
GCF_016746235.2	Drosophila teissieri	7243	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/235/GCF_016746235.2_Prin_Dtei_1.1/GCF_016746235.2_Prin_Dtei_1.1_cds_from_genomic.fna.gz
GCF_003285735.1	Drosophila virilis	7244	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/735/GCF_003285735.1_DvirRS2/GCF_003285735.1_DvirRS2_cds_from_genomic.fna.gz
GCF_016746365.2	Drosophila yakuba	7245	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/365/GCF_016746365.2_Prin_Dyak_Tai18E2_2.1/GCF_016746365.2_Prin_Dyak_Tai18E2_2.1_cds_from_genomic.fna.gz
GCF_000005925.1	Drosophila willistoni	7260	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/925/GCF_000005925.1_dwil_caf1/GCF_000005925.1_dwil_caf1_cds_from_genomic.fna.gz
GCF_001654025.1	Drosophila arizonae	7263	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/025/GCF_001654025.1_ASM165402v1/GCF_001654025.1_ASM165402v1_cds_from_genomic.fna.gz
GCF_900245975.1	Drosophila guanche	7266	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/245/975/GCF_900245975.1_DGUA_6/GCF_900245975.1_DGUA_6_cds_from_genomic.fna.gz
GCF_002093755.1	Drosophila serrata	7274	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/093/755/GCF_002093755.1_Dser1.0/GCF_002093755.1_Dser1.0_cds_from_genomic.fna.gz
GCF_018151105.1	Drosophila obscura	7282	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/151/105/GCF_018151105.1_ASM1815110v1/GCF_018151105.1_ASM1815110v1_cds_from_genomic.fna.gz
GCF_009650485.1	Drosophila albomicans	7291	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/485/GCF_009650485.1_drosAlbom15112-1751.03v1/GCF_009650485.1_drosAlbom15112-1751.03v1_cds_from_genomic.fna.gz
GCF_000371365.1	Musca domestica	7370	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/365/GCF_000371365.1_Musca_domestica-2.0.2/GCF_000371365.1_Musca_domestica-2.0.2_cds_from_genomic.fna.gz
GCF_000699065.1	Lucilia cuprina	7375	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/065/GCF_000699065.1_Lcup_2.0/GCF_000699065.1_Lcup_2.0_cds_from_genomic.fna.gz
GCF_014805625.1	Glossina fuscipes	7396	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/625/GCF_014805625.1_Yale_Gfus_2/GCF_014805625.1_Yale_Gfus_2_cds_from_genomic.fna.gz
GCF_009193385.2	Nasonia vitripennis	7425	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/385/GCF_009193385.2_Nvit_psr_1.1/GCF_009193385.2_Nvit_psr_1.1_cds_from_genomic.fna.gz
GCF_014083535.2	Vespa mandarinia	7446	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/083/535/GCF_014083535.2_V.mandarinia_Nanaimo_p1.0/GCF_014083535.2_V.mandarinia_Nanaimo_p1.0_cds_from_genomic.fna.gz
GCF_003254395.2	Apis mellifera	7460	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/395/GCF_003254395.2_Amel_HAv3.1/GCF_003254395.2_Amel_HAv3.1_cds_from_genomic.fna.gz
GCF_001442555.1	Apis cerana	7461	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/555/GCF_001442555.1_ACSNU-2.0/GCF_001442555.1_ACSNU-2.0_cds_from_genomic.fna.gz
GCF_000469605.1	Apis dorsata	7462	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/605/GCF_000469605.1_Apis_dorsata_1.3/GCF_000469605.1_Apis dorsata 1.3_cds_from_genomic.fna.gz
GCF_000184785.3	Apis florea	7463	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/785/GCF_000184785.3_Aflo_1.1/GCF_000184785.3_Aflo_1.1_cds_from_genomic.fna.gz
GCF_000599845.2	Trichogramma pretiosum	7493	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/845/GCF_000599845.2_Tpre_2.0/GCF_000599845.2_Tpre_2.0_cds_from_genomic.fna.gz
GCF_003426905.1	Ctenocephalides felis	7515	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/426/905/GCF_003426905.1_ASM342690v1/GCF_003426905.1_ASM342690v1_cds_from_genomic.fna.gz
GCF_000500325.1	Leptinotarsa decemlineata	7539	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/325/GCF_000500325.1_Ldec_2.0/GCF_000500325.1_Ldec_2.0_cds_from_genomic.fna.gz
GCF_001039355.2	Lingula anatina	7574	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/355/GCF_001039355.2_LinAna2.0/GCF_001039355.2_LinAna2.0_cds_from_genomic.fna.gz
GCF_902459465.1	Asterias rubens	7604	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/465/GCF_902459465.1_eAstRub1.3/GCF_902459465.1_eAstRub1.3_cds_from_genomic.fna.gz
GCF_018143015.1	Lytechinus variegatus	7654	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/143/015/GCF_018143015.1_Lvar_3.0/GCF_018143015.1_Lvar_3.0_cds_from_genomic.fna.gz
GCF_000002235.5	Strongylocentrotus purpuratus	7668	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/235/GCF_000002235.5_Spur_5.0/GCF_000002235.5_Spur_5.0_cds_from_genomic.fna.gz
GCF_000224145.3	Ciona intestinalis	7719	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH/GCF_000224145.3_KH_cds_from_genomic.fna.gz
GCF_013122585.1	Styela clava	7725	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/585/GCF_013122585.1_ASM1312258v2/GCF_013122585.1_ASM1312258v2_cds_from_genomic.fna.gz
GCF_000003815.2	Branchiostoma floridae	7739	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/815/GCF_000003815.2_Bfl_VNyyK/GCF_000003815.2_Bfl_VNyyK_cds_from_genomic.fna.gz
GCF_001625305.1	Branchiostoma belcheri	7741	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/305/GCF_001625305.1_Haploidv18h27/GCF_001625305.1_Haploidv18h27_cds_from_genomic.fna.gz
GCF_000003605.2	Saccoglossus kowalevskii	10224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/605/GCF_000003605.2_Skow_1.1/GCF_000003605.2_Skow_1.1_cds_from_genomic.fna.gz
GCF_000150275.1	Trichoplax adhaerens	10228	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/275/GCF_000150275.1_v1.0/GCF_000150275.1_v1.0_cds_from_genomic.fna.gz
GCF_000143395.1	Atta cephalotes	12957	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/395/GCF_000143395.1_Attacep1.0/GCF_000143395.1_Attacep1.0_cds_from_genomic.fna.gz
GCF_001856785.1	Myzus persicae	13164	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/785/GCF_001856785.1_MPER_G0061.0/GCF_001856785.1_MPER_G0061.0_cds_from_genomic.fna.gz
GCF_015586225.1	Lucilia sericata	13632	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/586/225/GCF_015586225.1_ASM1558622v1/GCF_015586225.1_ASM1558622v1_cds_from_genomic.fna.gz
GCF_016802725.1	Solenopsis invicta	13686	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/802/725/GCF_016802725.1_UNIL_Sinv_3.0/GCF_016802725.1_UNIL_Sinv_3.0_cds_from_genomic.fna.gz
GCF_017312705.1	Penaeus japonicus	27405	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/312/705/GCF_017312705.1_Mj_TUMSAT_v1.0/GCF_017312705.1_Mj_TUMSAT_v1.0_cds_from_genomic.fna.gz
GCF_000789215.1	Bactrocera dorsalis	27457	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/215/GCF_000789215.1_ASM78921v2/GCF_000789215.1_ASM78921v2_cds_from_genomic.fna.gz
GCF_013340165.1	Drosophila suzukii	28584	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/165/GCF_013340165.1_LBDM_Dsuz_2.1.pri/GCF_013340165.1_LBDM_Dsuz_2.1.pri_cds_from_genomic.fna.gz
GCF_000806345.1	Zeugodacus cucurbitae	28588	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/806/345/GCF_000806345.1_ASM80634v1/GCF_000806345.1_ASM80634v1_cds_from_genomic.fna.gz
GCF_013731165.1	Rhagoletis pomonella	28610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/731/165/GCF_013731165.1_Rhpom_1.0/GCF_013731165.1_Rhpom_1.0_cds_from_genomic.fna.gz
GCF_001687245.1	Rhagoletis zephyria	28612	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/245/GCF_001687245.1_Rhagoletis_zephyria_1.0/GCF_001687245.1_Rhagoletis_zephyria_1.0_cds_from_genomic.fna.gz
GCF_018153835.1	Drosophila eugracilis	29029	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/153/835/GCF_018153835.1_ASM1815383v1/GCF_018153835.1_ASM1815383v1_cds_from_genomic.fna.gz
GCF_018152695.1	Drosophila takahashii	29030	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/695/GCF_018152695.1_ASM1815269v1/GCF_018152695.1_ASM1815269v1_cds_from_genomic.fna.gz
GCF_000648655.2	Copidosoma floridanum	29053	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/655/GCF_000648655.2_Cflo_2.0/GCF_000648655.2_Cflo_2.0_cds_from_genomic.fna.gz
GCF_002156985.1	Helicoverpa armigera	29058	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/985/GCF_002156985.1_Harm_1.0/GCF_002156985.1_Harm_1.0_cds_from_genomic.fna.gz
GCF_902806645.1	Crassostrea gigas	29159	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1/GCF_902806645.1_cgigas_uk_roslin_v1_cds_from_genomic.fna.gz
GCF_011750605.1	Drosophila busckii	30019	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/750/605/GCF_011750605.1_ASM1175060v1/GCF_011750605.1_ASM1175060v1_cds_from_genomic.fna.gz
GCF_018152505.1	Drosophila elegans	30023	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/505/GCF_018152505.1_ASM1815250v1/GCF_018152505.1_ASM1815250v1_cds_from_genomic.fna.gz
GCF_018152265.1	Drosophila ficusphila	30025	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/265/GCF_018152265.1_ASM1815226v1/GCF_018152265.1_ASM1815226v1_cds_from_genomic.fna.gz
GCF_018152535.1	Drosophila kikkawai	30033	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/535/GCF_018152535.1_ASM1815253v1/GCF_018152535.1_ASM1815253v1_cds_from_genomic.fna.gz
GCF_017562075.2	Anopheles merus	30066	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/562/075/GCF_017562075.2_AmerM5.1/GCF_017562075.2_AmerM5.1_cds_from_genomic.fna.gz
GCF_013141755.1	Anopheles stephensi	30069	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/141/755/GCF_013141755.1_UCI_ANSTEP_V1.0/GCF_013141755.1_UCI_ANSTEP_V1.0_cds_from_genomic.fna.gz
GCF_000214255.1	Bombus terrestris	30195	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/255/GCF_000214255.1_Bter_1.0/GCF_000214255.1_Bter_1.0_cds_from_genomic.fna.gz
GCF_010416935.1	Polistes fuscatus	30207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/416/935/GCF_010416935.1_CU_Pfus_HIC/GCF_010416935.1_CU_Pfus_HIC_cds_from_genomic.fna.gz
GCF_014466175.1	Vespula pensylvanica	30213	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/466/175/GCF_014466175.1_ASM1446617v1/GCF_014466175.1_ASM1446617v1_cds_from_genomic.fna.gz
GCF_000149515.1	Caenorhabditis remanei	31234	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/515/GCF_000149515.1_ASM14951v1/GCF_000149515.1_ASM14951v1_cds_from_genomic.fna.gz
